N Drinks Volume Price
5200 Tea 1.98 43.1
5201 Milk 0.53 10.1
5202 Cola 1.58 31.1
5203 Milk 1.21 46.4
5204 Coffee 0.36 26.6
5205 Coffee 0.42 29.0
5206 Water 0.7 4.2
5207 Vodka 1.69 36.4
5208 Vodka 1.53 30.2
5209 Wine 0.7 15.8
5210 Water 0.27 19.2
5211 Coffee 0.26 18.0
5212 Wine 1.15 13.5
5213 Coffee 0.42 20.9
5214 Rum 1.57 39.6
5215 Cola 0.62 9.3
5216 Tonic 1.14 37.1
5217 Lemonade 1.67 26.9
5218 Lemonade 0.84 37.1
5219 Tonic 0.78 42.8
5220 Rum 1.38 47.7
5221 Champagne 1.46 24.7
5222 Beer 0.21 24.8
5223 Tea 1.34 36.1
5224 Rum 1.1 14.1
5225 Cola 1.07 25.3
5226 Sprite 1.91 32.1
5227 Cola 0.78 6.4
5228 Gin 1.37 2.8
5229 Tonic 1.1 39.4
5230 Cola 1.18 41.9
5231 Gin 0.49 26.6
5232 Sprite 0.47 41.4
5233 Tonic 0.58 17.4
5234 Beer 1.46 46.6
5235 Milk 0.24 33.4
5236 Lemonade 1.28 49.3
5237 Champagne 1.02 41.7
5238 Tonic 1.61 30.5
5239 Tonic 0.53 18.2
5240 Whiskey 0.87 6.8
5241 Sprite 0.43 43.5
5242 Milk 1.64 19.3
5243 Water 1.74 20.7
5244 Water 0.76 21.1
5245 Soda 0.21 22.3
5246 Gin 1.92 11.9
5247 Rum 1.23 45.7
5248 Gin 1.01 32.6
5249 Rum 1.22 13.4
5250 Vodka 1.14 13.3
5251 Cider 0.87 42.9
5252 Wine 1.21 49.9
5253 Brandy 1.64 45.3
5254 Fanta 1.28 15.4
5255 Soda 1.65 26.1
5256 Cola 0.85 17.5
5257 Fanta 0.21 47.1
5258 Whiskey 1.62 26.3
5259 Champagne 0.71 40.4
5260 Champagne 1.86 8.9
5261 Champagne 0.79 22.3
5262 Juice 0.33 45.1
5263 Sprite 1.81 24.1
5264 Rum 1.95 17.4
5265 Beer 1.97 27.6
5266 Gin 0.65 48.8
5267 Coffee 1.56 13.9
5268 Brandy 0.99 7.4
5269 Tea 0.29 39.0
5270 Vodka 1.45 1.7
5271 Tea 1.28 31.1
5272 Lemonade 0.78 24.3
5273 Beer 1.04 7.2
5274 Gin 1.16 4.9
5275 Soda 0.48 11.3
5276 Sprite 1.01 19.5
5277 Coffee 1.76 12.1
5278 Tea 0.42 45.8
5279 Brandy 1.37 34.8
5280 Soda 0.47 33.1
5281 Champagne 1.07 41.9
5282 Brandy 1.31 22.6
5283 Beer 0.42 45.5
5284 Milk 1.79 31.9
5285 Sprite 0.93 48.4
5286 Soda 1.84 22.2
5287 Cola 1.21 31.0
5288 Juice 1.53 18.9
5289 Water 1.3 32.0
5290 Whiskey 1.58 36.0
5291 Sprite 0.44 35.5
5292 Rum 1.47 46.3
5293 Rum 1.07 9.6
5294 Cider 1.63 31.6
5295 Fanta 0.89 11.8
5296 Champagne 0.95 15.9
5297 Champagne 1.94 16.7
5298 Brandy 1.21 24.8
5299 Cola 1.4 31.7
5300 Whiskey 1.66 9.1
5301 Soda 1.24 18.5
5302 Rum 0.95 33.0
5303 Soda 0.7 25.9
5304 Cider 0.24 45.6
5305 Champagne 1.72 46.3
5306 Water 1.27 18.2
5307 Rum 1.87 45.6
5308 Rum 0.59 6.0
5309 Fanta 1.2 19.2
5310 Juice 0.67 49.0
5311 Champagne 1.06 1.9
5312 Wine 2.0 22.3
5313 Wine 0.66 6.5
5314 Soda 1.86 32.1
5315 Whiskey 1.08 12.0
5316 Vodka 0.43 24.5
5317 Champagne 0.98 21.1
5318 Champagne 1.31 3.6
5319 Champagne 1.93 43.9
5320 Coffee 0.42 35.7
5321 Vodka 1.56 15.4
5322 Soda 0.26 41.1
5323 Fanta 1.0 4.4
5324 Soda 0.55 6.7
5325 Champagne 0.5 37.9
5326 Sprite 1.28 5.2
5327 Champagne 0.55 18.7
5328 Fanta 0.38 12.8
5329 Rum 1.8 49.2
5330 Beer 1.82 27.6
5331 Cola 0.3 42.5
5332 Vodka 1.1 35.6
5333 Soda 1.25 24.9
5334 Whiskey 0.94 14.7
5335 Beer 1.76 15.6
5336 Whiskey 1.22 43.7
5337 Sprite 0.85 27.2
5338 Gin 0.51 49.5
5339 Vodka 0.84 39.6
5340 Brandy 1.67 23.9
5341 Tonic 1.59 25.9
5342 Champagne 1.08 34.9
5343 Milk 0.84 25.5
5344 Vodka 0.85 9.4
5345 Whiskey 1.66 14.8
5346 Fanta 1.66 44.5
5347 Vodka 0.48 49.7
5348 Champagne 1.05 30.8
5349 Soda 1.97 37.9
5350 Coffee 0.34 46.5
5351 Water 0.35 36.6
5352 Lemonade 1.3 20.9
5353 Wine 0.89 29.0
5354 Brandy 1.12 5.3
5355 Water 0.99 17.6
5356 Sprite 1.96 30.0
5357 Lemonade 0.29 3.5
5358 Gin 1.4 21.3
5359 Cider 1.56 43.6
5360 Fanta 1.47 10.2
5361 Juice 1.03 23.1
5362 Tea 1.9 39.5
5363 Champagne 1.38 25.4
5364 Coffee 0.85 25.1
5365 Juice 1.66 5.0
5366 Sprite 1.13 36.9
5367 Cola 1.28 3.0
5368 Champagne 1.24 43.3
5369 Beer 0.59 24.6
5370 Cola 1.34 26.6
5371 Champagne 0.69 2.6
5372 Milk 1.21 2.4
5373 Gin 0.6 8.6
5374 Water 1.77 42.8
5375 Milk 1.15 44.7
5376 Coffee 1.94 46.2
5377 Water 0.96 23.6
5378 Soda 1.55 35.9
5379 Wine 0.68 48.7
5380 Cider 1.63 33.5
5381 Whiskey 1.78 11.7
5382 Water 1.31 45.8
5383 Champagne 1.41 32.4
5384 Fanta 0.7 17.7
5385 Juice 0.41 43.3
5386 Water 0.98 8.2
5387 Sprite 1.95 42.6
5388 Tonic 1.2 46.4
5389 Rum 1.63 28.2
5390 Cola 0.78 5.5
5391 Fanta 0.25 3.4
5392 Brandy 0.84 5.3
5393 Beer 0.8 1.3
5394 Tea 1.21 21.5
5395 Brandy 1.91 1.0
5396 Soda 0.28 12.2
5397 Soda 1.39 48.3
5398 Vodka 0.62 17.4
5399 Fanta 1.89 9.5
5400 Coffee 0.31 30.9
5401 Gin 1.34 15.5
5402 Wine 0.55 32.6
5403 Soda 1.93 2.6
5404 Sprite 1.32 5.2
5405 Gin 1.94 10.1
5406 Rum 0.27 42.5
5407 Tonic 1.53 28.8
5408 Sprite 1.35 30.6
5409 Milk 1.32 23.6
5410 Beer 1.28 17.1
5411 Lemonade 1.47 18.4
5412 Sprite 1.1 37.4
5413 Lemonade 0.87 14.1
5414 Juice 0.26 2.9
5415 Cider 0.35 28.4
5416 Milk 0.85 45.8
5417 Milk 0.61 18.2
5418 Coffee 1.28 15.3
5419 Beer 1.89 14.0
5420 Vodka 1.89 25.4
5421 Brandy 0.58 24.9
5422 Vodka 0.87 48.0
5423 Sprite 0.86 44.9
5424 Tea 1.54 24.6
5425 Brandy 0.65 26.6
5426 Tonic 1.99 42.1
5427 Rum 0.34 14.4
5428 Milk 1.56 45.8
5429 Cider 1.78 37.4
5430 Vodka 1.27 39.0
5431 Cola 0.5 47.4
5432 Champagne 0.63 29.1
5433 Coffee 1.88 38.1
5434 Gin 1.13 47.5
5435 Wine 0.3 35.9
5436 Tea 0.52 3.2
5437 Milk 0.73 49.2
5438 Gin 1.66 46.4
5439 Wine 0.3 47.0
5440 Soda 0.41 4.6
5441 Champagne 1.94 5.2
5442 Milk 0.8 49.3
5443 Champagne 0.6 0.6
5444 Fanta 0.3 27.5
5445 Sprite 1.12 15.0
5446 Sprite 2.0 33.6
5447 Brandy 1.43 16.0
5448 Cola 0.37 32.2
5449 Milk 0.5 34.3
5450 Rum 1.39 14.9
5451 Soda 0.79 10.5
5452 Rum 1.31 16.6
5453 Whiskey 0.9 46.4
5454 Beer 0.47 48.9
5455 Juice 0.9 11.7
5456 Whiskey 0.55 26.5
5457 Cola 1.59 39.2
5458 Tonic 1.16 10.2
5459 Whiskey 0.61 20.3
5460 Water 0.47 37.0
5461 Juice 1.82 9.2
5462 Tonic 0.27 46.4
5463 Coffee 0.43 14.8
5464 Tonic 1.01 24.0
5465 Brandy 1.38 44.8
5466 Coffee 1.61 33.3
5467 Water 1.69 14.9
5468 Champagne 0.81 12.0
5469 Gin 1.79 21.1
5470 Gin 1.6 21.3
5471 Whiskey 0.22 13.7
5472 Wine 1.56 41.4
5473 Cider 1.63 42.4
5474 Whiskey 1.82 28.7
5475 Juice 0.8 44.2
5476 Cola 1.42 48.8
5477 Cider 1.12 47.2
5478 Fanta 1.02 46.2
5479 Sprite 0.51 24.1
5480 Beer 1.41 6.5
5481 Wine 1.8 40.1
5482 Tea 0.73 48.9
5483 Lemonade 0.59 3.2
5484 Gin 1.08 24.5
5485 Champagne 0.52 5.7
5486 Whiskey 0.68 29.7
5487 Sprite 0.8 3.4
5488 Champagne 0.63 15.4
5489 Vodka 1.73 35.7
5490 Beer 1.43 4.1
5491 Whiskey 1.57 1.9
5492 Water 0.31 37.4
5493 Champagne 1.69 9.5
5494 Coffee 1.49 3.3
5495 Juice 1.8 20.0
5496 Soda 1.13 15.4
5497 Beer 1.4 0.7
5498 Vodka 0.35 40.1
5499 Wine 0.54 32.7
5500 Cider 1.36 6.7
5501 Rum 1.51 48.7
5502 Coffee 0.31 1.7
5503 Wine 1.99 12.3
5504 Rum 1.19 15.2
5505 Cola 0.99 19.9
5506 Wine 0.98 30.0
5507 Cola 0.24 27.7
5508 Coffee 0.59 10.4
5509 Fanta 0.85 4.8
5510 Gin 1.39 27.4
5511 Lemonade 1.56 22.2
5512 Champagne 0.99 14.2
5513 Lemonade 0.81 42.8
5514 Water 1.53 21.4
5515 Champagne 0.76 38.9
5516 Cola 0.32 31.4
5517 Beer 0.27 43.4
5518 Tonic 0.62 49.1
5519 Cider 1.35 10.0
5520 Sprite 1.32 10.1
5521 Whiskey 1.47 49.8
5522 Tonic 0.45 35.1
5523 Cider 1.18 29.5
5524 Gin 1.7 22.0
5525 Whiskey 1.26 30.7
5526 Rum 0.25 17.8
5527 Vodka 1.84 33.6
5528 Coffee 0.42 43.5
5529 Vodka 0.57 16.4
5530 Tea 1.77 4.1
5531 Wine 0.56 33.7
5532 Beer 0.29 30.2
5533 Juice 1.67 3.2
5534 Soda 0.57 9.6
5535 Wine 1.17 33.8
5536 Champagne 1.34 26.9
5537 Vodka 0.57 47.0
5538 Whiskey 1.71 4.5
5539 Vodka 0.37 43.4
5540 Coffee 0.64 36.0
5541 Sprite 0.23 17.1
5542 Whiskey 1.06 29.8
5543 Wine 0.94 14.1
5544 Milk 0.43 7.2
5545 Gin 0.87 7.7
5546 Juice 1.52 3.5
5547 Wine 1.12 16.7
5548 Rum 1.01 16.0
5549 Milk 1.06 18.2
5550 Tonic 0.39 23.6
5551 Water 0.74 46.0
5552 Brandy 0.86 19.7
5553 Soda 1.84 26.0
5554 Lemonade 1.19 20.4
5555 Soda 1.95 36.3
5556 Lemonade 0.32 21.1
5557 Gin 1.34 38.4
5558 Milk 1.72 25.8
5559 Vodka 1.46 35.4
5560 Rum 0.42 7.1
5561 Brandy 0.91 15.6
5562 Brandy 1.19 47.0
5563 Beer 1.14 9.3
5564 Cola 0.92 16.2
5565 Sprite 0.51 20.1
5566 Cola 1.07 49.9
5567 Tonic 0.73 21.9
5568 Tea 1.93 44.4
5569 Lemonade 1.19 42.1
5570 Tea 1.67 11.0
5571 Milk 0.59 5.7
5572 Soda 1.55 34.1
5573 Lemonade 1.96 34.0
5574 Lemonade 1.48 44.8
5575 Brandy 0.35 5.7
5576 Vodka 0.6 1.6
5577 Soda 0.89 16.9
5578 Sprite 1.97 18.3
5579 Tonic 1.29 49.1
5580 Rum 0.97 48.2
5581 Juice 1.07 38.7
5582 Wine 0.98 17.2
5583 Sprite 0.48 22.2
5584 Cola 1.51 6.8
5585 Cola 0.81 43.3
5586 Lemonade 1.19 9.8
5587 Tea 1.33 36.0
5588 Soda 1.8 22.3
5589 Beer 1.04 29.7
5590 Soda 1.36 9.0
5591 Sprite 0.64 39.6
5592 Rum 1.4 10.7
5593 Soda 0.95 24.1
5594 Milk 1.76 2.0
5595 Fanta 0.6 48.0
5596 Lemonade 1.06 10.2
5597 Vodka 1.57 3.9
5598 Whiskey 1.26 23.1
5599 Gin 1.43 28.1
5600 Gin 1.45 47.9
5601 Champagne 0.63 44.9
5602 Milk 1.78 31.1
5603 Cola 1.9 5.4
5604 Fanta 1.86 46.8
5605 Sprite 0.21 16.7
5606 Fanta 1.21 25.0
5607 Milk 0.61 43.7
5608 Beer 1.58 12.2
5609 Juice 0.57 14.8
5610 Fanta 1.76 6.8
5611 Beer 1.66 48.4
5612 Vodka 1.86 11.0
5613 Whiskey 0.66 30.4
5614 Tonic 1.18 4.6
5615 Juice 1.39 39.2
5616 Tea 1.32 28.7
5617 Soda 1.52 19.9
5618 Vodka 0.31 13.7
5619 Lemonade 1.36 27.0
5620 Coffee 0.63 7.8
5621 Whiskey 0.55 7.2
5622 Fanta 0.96 12.2
5623 Rum 1.13 46.0
5624 Rum 1.13 18.3
5625 Wine 0.5 32.8
5626 Fanta 1.47 1.8
5627 Soda 0.93 21.5
5628 Champagne 1.05 18.6
5629 Tonic 1.22 7.9
5630 Whiskey 1.03 42.5
5631 Juice 1.69 31.6
5632 Lemonade 1.45 29.5
5633 Tea 1.61 26.2
5634 Brandy 1.04 49.0
5635 Soda 0.66 39.5
5636 Wine 0.78 11.2
5637 Gin 0.85 6.8
5638 Cola 0.55 44.1
5639 Fanta 0.24 43.3
5640 Brandy 0.9 14.6
5641 Soda 1.59 7.0
5642 Rum 1.54 15.5
5643 Cider 1.97 26.1
5644 Water 0.4 42.3
5645 Fanta 0.63 14.0
5646 Gin 0.97 28.3
5647 Rum 0.68 19.7
5648 Champagne 1.26 43.1
5649 Tonic 0.59 47.6
5650 Cider 0.87 37.3
5651 Cider 0.46 44.3
5652 Rum 0.37 19.9
5653 Lemonade 1.27 34.0
5654 Beer 1.07 41.8
5655 Cola 0.38 31.5
5656 Rum 0.43 30.6
5657 Water 1.94 17.3
5658 Lemonade 1.69 38.4
5659 Sprite 0.46 8.2
5660 Cider 1.46 0.6
5661 Cola 0.77 2.0
5662 Champagne 0.91 9.5
5663 Wine 1.93 46.0
5664 Cider 1.03 21.0
5665 Brandy 0.66 4.1
5666 Vodka 1.17 6.7
5667 Tonic 1.56 33.8
5668 Tonic 0.41 43.6
5669 Soda 1.16 13.8
5670 Champagne 0.27 34.4
5671 Fanta 1.62 5.6
5672 Brandy 1.92 29.0
5673 Fanta 1.51 49.3
5674 Tea 1.1 28.3
5675 Whiskey 1.45 9.1
5676 Lemonade 0.96 15.6
5677 Cider 0.34 4.7
5678 Champagne 0.79 13.1
5679 Coffee 0.86 17.4
5680 Beer 1.98 22.1
5681 Gin 0.75 43.9
5682 Tonic 0.73 34.2
5683 Cola 1.85 15.7
5684 Brandy 1.4 47.6
5685 Gin 0.6 13.4
5686 Whiskey 1.84 13.3
5687 Tonic 0.36 8.1
5688 Cola 1.48 36.7
5689 Wine 1.64 27.9
5690 Wine 0.55 2.5
5691 Coffee 0.97 27.5
5692 Wine 0.29 9.9
5693 Soda 0.69 40.9
5694 Sprite 0.43 2.1
5695 Juice 0.64 29.4
5696 Cider 1.52 13.0
5697 Coffee 1.78 3.2
5698 Champagne 0.52 16.7
5699 Wine 1.72 29.0
5700 Beer 1.96 14.9
5701 Whiskey 1.71 38.1
5702 Cola 1.9 27.0
5703 Lemonade 1.97 42.0
5704 Wine 0.54 11.5
5705 Milk 1.46 44.4
5706 Brandy 0.68 5.4
5707 Tea 0.82 28.5
5708 Tea 0.35 18.4
5709 Vodka 1.07 15.7
5710 Beer 0.35 5.0
5711 Beer 0.62 46.5
5712 Juice 1.02 37.3
5713 Tonic 1.83 4.6
5714 Sprite 1.87 37.6
5715 Champagne 1.7 5.4
5716 Gin 0.32 8.1
5717 Soda 1.83 16.3
5718 Tonic 0.91 47.9
5719 Rum 1.23 19.3
5720 Wine 1.6 12.5
5721 Tea 1.07 33.5
5722 Soda 1.39 48.6
5723 Milk 1.88 14.9
5724 Whiskey 1.28 14.1
5725 Lemonade 1.37 23.0
5726 Wine 1.29 48.1
5727 Champagne 0.33 30.6
5728 Juice 1.53 2.1
5729 Vodka 1.15 9.0
5730 Whiskey 1.23 17.9
5731 Whiskey 1.01 42.3
5732 Beer 1.61 40.0
5733 Brandy 0.65 37.7
5734 Rum 1.01 32.5
5735 Water 0.95 19.4
5736 Fanta 1.61 4.8
5737 Rum 1.04 12.5
5738 Wine 0.29 25.8
5739 Cola 1.33 34.8
5740 Fanta 1.08 45.0
5741 Wine 1.95 29.9
5742 Tonic 0.47 32.5
5743 Coffee 0.77 24.8
5744 Tea 1.09 5.0
5745 Whiskey 1.87 40.1
5746 Whiskey 0.28 45.7
5747 Soda 1.45 24.0
5748 Juice 0.24 19.7
5749 Whiskey 0.83 40.2
5750 Champagne 0.21 32.5
5751 Soda 1.45 17.2
5752 Whiskey 0.46 18.3
5753 Cider 1.14 25.9
5754 Brandy 1.1 28.0
5755 Rum 0.32 8.4
5756 Tea 0.82 22.2
5757 Beer 1.26 26.9
5758 Water 1.94 22.8
5759 Cola 1.53 23.1
5760 Juice 1.3 15.5
5761 Fanta 0.9 49.1
5762 Coffee 1.42 23.3
5763 Rum 1.41 2.4
5764 Vodka 1.73 47.3
5765 Cider 0.41 45.2
5766 Tonic 1.5 39.3
5767 Cola 0.39 47.7
5768 Cider 1.15 10.7
5769 Rum 0.63 42.7
5770 Vodka 0.34 40.3
5771 Rum 0.83 2.3
5772 Lemonade 1.11 20.4
5773 Coffee 0.41 42.9
5774 Soda 1.35 22.5
5775 Beer 0.61 23.8
5776 Lemonade 1.16 31.2
5777 Tonic 1.1 2.0
5778 Wine 1.38 43.5
5779 Gin 1.94 23.4
5780 Water 1.78 34.1
5781 Soda 1.83 27.7
5782 Rum 1.43 31.8
5783 Sprite 1.99 33.7
5784 Water 0.75 10.9
5785 Juice 1.84 32.8
5786 Vodka 1.65 30.4
5787 Tea 0.95 7.0
5788 Water 0.51 2.7
5789 Juice 0.23 19.5
5790 Gin 1.5 2.2
5791 Brandy 0.72 20.4
5792 Gin 1.47 22.3
5793 Sprite 0.82 49.7
5794 Rum 1.06 29.2
5795 Gin 0.63 23.6
5796 Cola 0.91 29.8
5797 Tea 0.61 45.7
5798 Coffee 0.35 13.2
5799 Whiskey 0.85 17.3
5800 Vodka 1.45 21.6
5801 Water 0.57 3.6
5802 Sprite 0.54 27.0
5803 Coffee 0.92 14.0
5804 Tonic 1.64 42.3
5805 Vodka 1.11 39.0
5806 Juice 0.48 45.4
5807 Whiskey 0.56 17.7
5808 Whiskey 1.94 32.3
5809 Brandy 1.23 15.7
5810 Milk 0.75 11.0
5811 Wine 1.18 16.5
5812 Sprite 1.93 48.0
5813 Water 1.82 14.2
5814 Wine 1.22 1.8
5815 Coffee 0.86 22.9
5816 Gin 1.69 43.1
5817 Cola 1.23 27.5
5818 Lemonade 1.96 46.9
5819 Vodka 1.96 16.8
5820 Cider 0.94 43.9
5821 Wine 0.32 39.9
5822 Lemonade 0.23 2.3
5823 Milk 1.43 1.0
5824 Soda 0.51 2.9
5825 Fanta 1.42 25.4
5826 Water 1.67 34.9
5827 Cider 1.33 3.0
5828 Whiskey 1.81 8.3
5829 Tea 1.53 49.4
5830 Soda 1.3 45.2
5831 Wine 1.87 43.1
5832 Vodka 1.59 45.5
5833 Champagne 0.66 25.6
5834 Sprite 0.29 49.8
5835 Brandy 1.42 31.0
5836 Tea 1.21 18.5
5837 Coffee 0.73 47.7
5838 Lemonade 1.34 19.8
5839 Cider 1.8 34.8
5840 Lemonade 1.02 1.6
5841 Brandy 1.95 40.7
5842 Cola 0.85 32.4
5843 Cider 0.37 33.8
5844 Tea 0.92 18.3
5845 Champagne 0.85 48.3
5846 Rum 1.82 29.8
5847 Coffee 1.35 3.6
5848 Rum 0.41 10.8
5849 Tonic 0.64 29.4
5850 Cider 0.81 36.5
5851 Water 1.76 19.5
5852 Milk 0.2 11.9
5853 Rum 0.49 23.8
5854 Cola 1.86 8.6
5855 Champagne 0.55 8.5
5856 Wine 1.88 35.5
5857 Lemonade 0.29 21.4
5858 Juice 1.04 1.1
5859 Cider 1.78 30.8
5860 Gin 0.26 6.1
5861 Champagne 1.46 34.1
5862 Tea 1.94 13.4
5863 Brandy 1.33 14.8
5864 Tea 1.54 33.7
5865 Vodka 0.8 7.5
5866 Milk 0.24 41.3
5867 Fanta 1.36 33.0
5868 Sprite 0.94 20.4
5869 Cider 1.09 48.6
5870 Beer 0.53 30.3
5871 Champagne 1.69 37.7
5872 Champagne 0.7 2.8
5873 Soda 1.44 29.3
5874 Sprite 0.31 44.2
5875 Water 0.95 27.5
5876 Beer 0.48 49.3
5877 Wine 1.44 28.1
5878 Rum 1.47 20.7
5879 Wine 1.06 22.3
5880 Whiskey 1.59 35.7
5881 Tonic 1.52 38.7
5882 Milk 1.15 46.1
5883 Soda 1.51 24.9
5884 Brandy 1.4 23.4
5885 Cider 0.24 28.4
5886 Whiskey 0.23 28.3
5887 Gin 1.42 33.0
5888 Water 1.82 19.5
5889 Fanta 0.54 25.2
5890 Tea 0.99 35.3
5891 Cola 1.97 39.3
5892 Fanta 1.39 17.9
5893 Beer 0.42 24.3
5894 Tea 0.49 24.4
5895 Coffee 0.67 33.3
5896 Water 0.27 24.4
5897 Cider 1.54 8.0
5898 Lemonade 0.74 44.6
5899 Rum 1.49 14.5
5900 Soda 0.71 46.2
5901 Beer 1.24 20.9
5902 Coffee 0.48 7.2
5903 Cola 1.06 14.5
5904 Tea 1.33 24.9
5905 Lemonade 0.24 39.1
5906 Wine 1.74 25.8
5907 Fanta 1.83 10.6
5908 Sprite 1.45 34.5
5909 Coffee 1.47 46.3
5910 Whiskey 1.21 14.4
5911 Soda 0.25 23.9
5912 Vodka 0.9 32.3
5913 Sprite 1.39 50.0
5914 Fanta 0.89 27.7
5915 Sprite 0.28 37.2
5916 Vodka 1.2 19.6
5917 Wine 1.6 18.3
5918 Gin 1.44 28.8
5919 Cola 1.86 44.5
5920 Cider 1.58 41.8
5921 Wine 0.71 17.0
5922 Cider 1.32 8.1
5923 Brandy 1.98 24.4
5924 Cola 0.96 11.2
5925 Lemonade 1.91 12.4
5926 Gin 0.93 32.0
5927 Gin 1.79 0.8
5928 Soda 0.23 5.7
5929 Whiskey 0.84 35.9
5930 Whiskey 0.42 24.7
5931 Brandy 0.97 30.8
5932 Cider 0.87 30.6
5933 Cola 1.72 49.2
5934 Tea 1.18 21.6
5935 Gin 0.86 12.5
5936 Cola 1.83 30.5
5937 Gin 0.34 10.6
5938 Gin 1.79 45.3
5939 Cola 1.58 45.9
5940 Fanta 1.44 34.4
5941 Beer 0.58 35.0
5942 Tonic 1.56 48.1
5943 Juice 0.28 31.8
5944 Cider 0.89 7.6
5945 Fanta 0.68 17.6
5946 Coffee 1.22 10.1
5947 Vodka 1.53 47.4
5948 Tonic 0.75 24.6
5949 Brandy 0.44 45.9
5950 Tea 1.24 47.5
5951 Brandy 0.37 5.8
5952 Tonic 1.89 45.0
5953 Soda 1.03 28.3
5954 Tonic 1.94 29.1
5955 Milk 0.43 13.6
5956 Gin 0.9 34.1
5957 Lemonade 1.53 14.9
5958 Cola 0.56 1.3
5959 Vodka 1.64 8.0
5960 Tea 1.56 21.4
5961 Soda 1.99 3.2
5962 Rum 0.41 20.9
5963 Cider 1.49 39.5
5964 Rum 0.57 14.3
5965 Beer 0.99 29.8
5966 Sprite 0.82 1.5
5967 Lemonade 0.88 3.0
5968 Fanta 1.37 13.5
5969 Rum 0.43 1.8
5970 Soda 1.64 34.7
5971 Cola 0.76 13.5
5972 Soda 0.49 48.6
5973 Lemonade 0.92 12.8
5974 Tonic 1.15 26.8
5975 Wine 0.94 48.2
5976 Rum 1.52 32.6
5977 Tea 0.6 40.7
5978 Whiskey 0.88 10.0
5979 Milk 0.81 44.8
5980 Whiskey 0.74 39.3
5981 Cider 1.72 45.8
5982 Fanta 0.25 8.2
5983 Champagne 0.55 28.1
5984 Sprite 1.85 2.0
5985 Champagne 0.74 0.9
5986 Rum 0.78 23.0
5987 Milk 0.9 5.2
5988 Fanta 0.24 29.5
5989 Brandy 1.46 0.7
5990 Lemonade 1.36 21.4
5991 Tonic 1.77 16.4
5992 Sprite 1.8 49.9
5993 Brandy 0.35 33.5
5994 Coffee 0.27 34.5
5995 Tonic 0.81 12.1
5996 Milk 0.89 25.7
5997 Milk 1.49 26.3
5998 Beer 1.41 38.1
5999 Water 1.73 38.0
6000 Brandy 0.53 28.8
6001 Coffee 1.97 0.6
6002 Sprite 0.36 6.4
6003 Rum 1.29 21.6
6004 Tea 0.71 37.5
6005 Rum 0.89 31.4
6006 Tea 1.41 4.0
6007 Sprite 1.92 36.9
6008 Sprite 1.34 44.1
6009 Rum 0.58 26.1
6010 Gin 1.27 46.4
6011 Tonic 1.89 48.7
6012 Lemonade 1.95 28.0
6013 Gin 1.22 11.7
6014 Soda 0.93 49.9
6015 Champagne 1.89 1.0
6016 Vodka 1.17 39.9
6017 Wine 1.27 29.0
6018 Champagne 1.92 38.3
6019 Juice 1.98 36.8
6020 Juice 1.28 14.8
6021 Gin 1.1 19.0
6022 Cola 1.21 6.4
6023 Whiskey 0.94 4.0
6024 Milk 1.43 28.6
6025 Vodka 1.11 0.5
6026 Whiskey 1.75 46.7
6027 Coffee 1.91 28.4
6028 Beer 1.25 15.1
6029 Milk 0.58 46.4
6030 Fanta 0.84 8.4
6031 Gin 1.37 1.9
6032 Wine 0.89 45.9
6033 Brandy 1.37 4.5
6034 Gin 1.45 26.0
6035 Vodka 0.66 46.1
6036 Tonic 1.38 21.8
6037 Vodka 1.27 12.7
6038 Beer 1.96 1.8
6039 Champagne 0.82 46.7
6040 Juice 1.53 30.9
6041 Cola 1.93 28.6
6042 Tea 1.45 38.9
6043 Lemonade 0.37 20.5
6044 Wine 1.86 46.6
6045 Champagne 1.59 8.6
6046 Fanta 1.09 27.9
6047 Sprite 0.36 9.0
6048 Coffee 0.27 24.5
6049 Juice 0.98 36.9
6050 Soda 0.98 27.2
6051 Champagne 1.22 49.2
6052 Soda 0.73 32.4
6053 Sprite 1.82 32.0
6054 Tea 0.42 42.7
6055 Beer 1.56 41.1
6056 Wine 0.96 36.3
6057 Rum 1.79 4.5
6058 Tonic 0.44 14.0
6059 Beer 1.74 18.7
6060 Cider 1.03 33.8
6061 Tonic 0.49 46.0
6062 Beer 1.27 34.8
6063 Tonic 1.85 37.0
6064 Cider 0.72 33.6
6065 Champagne 1.6 32.2
6066 Soda 0.77 1.2
6067 Vodka 1.79 22.1
6068 Brandy 0.59 48.8
6069 Beer 0.43 37.1
6070 Coffee 1.57 18.2
6071 Juice 1.3 25.3
6072 Cider 0.44 35.2
6073 Tea 1.48 30.7
6074 Brandy 1.84 12.2
6075 Rum 0.5 37.1
6076 Milk 1.92 28.5
6077 Fanta 1.62 9.0
6078 Tonic 0.97 21.4
6079 Tea 1.88 9.9
6080 Coffee 1.13 44.4
6081 Vodka 0.48 38.3
6082 Cola 1.61 5.0
6083 Wine 1.16 36.3
6084 Vodka 1.76 33.6
6085 Lemonade 1.75 7.3
6086 Soda 0.82 27.2
6087 Fanta 1.69 14.2
6088 Cider 1.6 10.1
6089 Fanta 1.0 3.9
6090 Soda 1.86 34.4
6091 Milk 1.37 7.6
6092 Champagne 1.65 26.6
6093 Rum 1.52 18.0
6094 Champagne 1.1 13.2
6095 Tonic 0.78 26.7
6096 Fanta 1.43 28.0
6097 Rum 1.02 34.2
6098 Sprite 1.7 4.7
6099 Beer 1.02 29.1
6100 Wine 0.99 3.9
